"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Active__c","LLC_BI__Advance_Rate__c","LLC_BI__Collateral_Code__c","LLC_BI__Condo_PUD__c","LLC_BI__Expire_Date__c","LLC_BI__Field_Set__c","LLC_BI__Manufactured_Home__c","LLC_BI__Regulatory_Rate__c","LLC_BI__Start_Date__c","LLC_BI__Subtype__c","LLC_BI__Type__c","LLC_BI__Icon_Background_Color__c","LLC_BI__Icon_Color__c","LLC_BI__Icon_Type__c","LLC_BI__Screen__c","LLC_BI__lookupKey__c","LLC_BI__Collateral_Configuration__c","LLC_BI__Highest_Type__c","LLC_BI__Is_Complex__c","LLC_BI__Parent_Type__c","LLC_BI__Valuation_Source__c","LLC_BI__Valuation_Type__c","LLC_BI__Auto_Update_Collateral_Value__c","LLC_BI__Primary_Valuation_Sources__c","LLC_BI__Valuation_Field_Set__c","nPortal__OA_Collateral_Image__c","LLC_BI__Category__c","LLC_BI__Leasing_Screen__c","LLC_BI__Group_Type__c","nPortal__OA_Collateral_Name__c","nPortal__OA_Collateral_Type_Display_Field_Set__c","nPortal__OA_Collateral_Type_Screen__c"
"a1xbn000001Y6u3AAC","005bn000003k2JdAAI","","UCC-Crops","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Crops","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6uiAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u4AAC","005bn000003k2JdAAI","","UCC-Fixtures","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Fixtures","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ujAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u5AAC","005bn000003k2JdAAI","","UCC-Standing Timber","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Standing Timber","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ukAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u6AAC","005bn000003k2JdAAI","","UCC-Minerals, Oil and Gas","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Minerals, Oil and Gas","UCC","F1B643","fff","custom/custom18","a2Gbn000000hccFEAQ","a1xbn000001Y6ulAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u7AAC","005bn000003k2JdAAI","","Real Estate-Multi-Family","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Multi-Family","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6umAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u8AAC","005bn000003k2JdAAI","","Real Estate-Lot","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Lot","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6unAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6u9AAC","005bn000003k2JdAAI","","Real Estate-Mobile Home","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Mobile Home","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6uoAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uAAAS","005bn000003k2JdAAI","","Real Estate-Land","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Land","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6upAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uBAAS","005bn000003k2JdAAI","","Real Estate-Farm Land","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Farm Land","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6uqAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uCAAS","005bn000003k2JdAAI","","Real Estate-Office","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Office","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6urAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uDAAS","005bn000003k2JdAAI","","Real Estate-Warehouse","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Warehouse","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6usAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uEAAS","005bn000003k2JdAAI","","Real Estate-Retail","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Retail","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6utAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uFAAS","005bn000003k2JdAAI","","Real Estate-Other RE","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Other RE","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hcc0EAA","a1xbn000001Y6uuAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uGAAS","005bn000003k2JdAAI","","Other-Government Contracts","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-06T15:25:26.000Z","005bn000003kBWfAAM","","","","","","80.0","","false","","","false","","2026-03-30","Government Contracts","Other","#62b7ed","#ffffff","standard/work_order","a2Gbn000000hccGEAQ","a1xbn000001Y6uvAAC","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","",""
"a1xbn000001Y6uHAAS","005bn000003k2JdAAI","","Titled-Vessel","2024-08-06T15:25:26.000Z","005bn000003k2JdAAI","2024-08-13T17:50:16.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","","false","","2023-08-15","Vessel","Titled","Ba202E","fff","custom/custom31","a2Gbn000000hchTEAQ","42169659888448928","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Titled","a2Gbn000000kG50EAE"
"a1xbn000001eQKzAAM","005bn000003k2JdAAI","","Real Estate-Construction","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:51:25.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","","false","","2023-11-08","Construction","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hchTEAQ","a1x5f000000mHAIAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Real_Estate","a2Gbn000000kG4zEAE"
"a1xbn000001eQL0AAM","005bn000003k2JdAAI","","Titled-Motor Vehicle","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:51:25.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","LLC_BI__Manage_Collateral_Titled","false","","2023-11-08","Motor Vehicle","Titled","Ba202E","fff","custom/custom31","a2Gbn000000hchTEAQ","a1x5f000000mHAJAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Titled","a2Gbn000000kG50EAE"
"a1xbn000001eQL1AAM","005bn000003k2JdAAI","","Titled-Pleasure Boat","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","LLC_BI__Manage_Collateral_Titled","false","","2023-11-08","Pleasure Boat","Titled","Ba202E","fff","custom/custom31","a2Gbn000000hchTEAQ","a1x5f000000mHALAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Titled","a2Gbn000000kG50EAE"
"a1xbn000001eQL2AAM","005bn000003k2JdAAI","","Titled-Aircraft","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","LLC_BI__Manage_Collateral_Titled","false","","2023-11-08","Aircraft","Titled","Ba202E","fff","custom/custom31","a2Gbn000000hchTEAQ","a1x5f000000mHAMAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Titled","a2Gbn000000kG50EAE"
"a1xbn000001eQL3AAM","005bn000003k2JdAAI","","Titled-Other Titled","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:51:25.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","LLC_BI__Manage_Collateral_Titled","false","","2023-11-08","Other Titled","Titled","Ba202E","fff","custom/custom31","a2Gbn000000hchTEAQ","a1x5f000000mHANAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Titled","a2Gbn000000kG50EAE"
"a1xbn000001eQL4AAM","005bn000003k2JdAAI","","UCC-Inventory","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:51:25.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","","false","","2023-11-08","Inventory","UCC","F1B643","fff","custom/custom18","a2Gbn000000hchTEAQ","a1x5f000000mHAOAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","Inventory","SBL_OA_UCC","a2Gbn000000kG52EAE"
"a1xbn000001eQL5AAM","005bn000003k2JdAAI","","UCC-Equipment","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:51:25.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","","false","","2023-11-08","Equipment","UCC","F1B643","fff","custom/custom18","a2Gbn000000hchTEAQ","a1x5f000000mHAQAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","Equipment","SBL_OA_UCC","a2Gbn000000kG52EAE"
"a1xbn000001eQL6AAM","005bn000003k2JdAAI","","UCC-Tort Claim","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","","false","","2023-11-08","Tort Claim","UCC","F1B643","fff","custom/custom18","a2Gbn000000hchTEAQ","a1x5f000000mHARAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_UCC","a2Gbn000000kG52EAE"
"a1xbn000001eQL7AAM","005bn000003k2JdAAI","","UCC-Fixtures","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:51:25.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","","false","","2023-11-08","Fixtures","UCC","F1B643","fff","custom/custom18","a2Gbn000000hchTEAQ","a1x5f000000mHASAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","Fixtures","SBL_OA_UCC","a2Gbn000000kG52EAE"
"a1xbn000001eQL8AAM","005bn000003k2JdAAI","","Real Estate-1-4 Family","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:51:25.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","","false","","2023-08-15","1-4 Family","Real Estate","670B7B","fff","custom/custom24","a2Gbn000000hchTEAQ","a1x5f000000mHBBAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Real_Estate","a2Gbn000000kG4zEAE"
"a1xbn000001eQL9AAM","005bn000003k2JdAAI","","Titled-Mobile Home","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","LLC_BI__Manage_Collateral_Titled","false","","2023-08-15","Mobile Home","Titled","Ba202E","fff","custom/custom31","a2Gbn000000hchTEAQ","a1x5f000000mHBCAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Titled","a2Gbn000000kG50EAE"
"a1xbn000001eQLAAA2","005bn000003k2JdAAI","","Titled-Ship","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","2024-08-13T17:50:15.000Z","005bn000003k2JdAAI","","","","","","80.0","","false","","LLC_BI__Manage_Collateral_Titled","false","","2023-08-15","Ship","Titled","Ba202E","fff","custom/custom31","a2Gbn000000hchTEAQ","a1x5f000000mHBEAA2","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","false","","","","","a2Gbn000000hcc3EAA","","","SBL_OA_Titled","a2Gbn000000kG50EAE"
